id_posisi,posisi,deskripsi_posisi,jumlah_kuota,jumlah_terdaftar,status_posisi,nama_perusahaan,nama_provinsi,nama_kabupaten,alamat_perusahaan,logo,government_agency_name,sub_government_agency_name,tanggal_pendaftaran_awal,tanggal_pendaftaran_akhir,tanggal_mulai,tanggal_selesai,program_studi,jenjang,competition_ratio,days_to_deadline,skills_extracted,skills_score,is_data_related,freshness_score,quota_score,competition_score,priority_score,rank
a040347e-fc2f-42fe-94f0-1b8e6445735a,TMS & BBH - F&B Culinary,"The Meru Sanur & Bali Beach Hotel membuka untuk Program Magang Batch 2 Tahun 2025, merencanakan, menyiapkan, mengolah, dan menyajikan makanan sesuai standar kualitas, kebersihan, dan keamanan pangan yang berlaku, guna mendukung operasional restoran, banquet, room service, dan outlet lainnya di hotel.",12,7,Terverifikasi,Hotel Internasional Sanur Indonesia,BALI,KOTA DENPASAR,"Jalan Hang Tuah Jalan Inna Grand Bali Beach, Sanur Kaja",https://wlkp-assets.kemnaker.go.id/companies/ee20a39e-32a5-4c95-a91e-d3fbc94d9d08/653cc5df8c6ef.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '873c0570-903c-4f75-a456-7b28baf6ed4a', 'title': 'Hospitality dan Pariwisata'}
 {'id': '9889a8b6-d54b-41c7-b83b-f591a55ca812', 'title': 'Manajemen Perhotelan dan Pariwisata'}
 {'id': '2fcca542-3387-47da-8b07-96e36b8225dc', 'title': 'Tata Boga'}
 {'id': '43be1f0e-b279-448d-b448-5a53ec9c3ebd', 'title': 'Perhotelan'}
 {'id': 'd3359e88-f714-44b9-8ea8-80e0e8eb1b8f', 'title': 'Pengelolaan Perhotelan'}]",['Diploma' 'Sarjana'],0.5833,,[],0.0,False,0.0,0.4114349368450966,0.6240737184155541,0.20710173105213014,260
a0524fff-cec8-4684-aa73-3f8176929560,PEMBINA KEPRIBADIAN,"1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.",12,7,Terverifikasi,LEMBAGA PEMASYARAKATAN KELAS IIA BESI,JAWA TENGAH,KAB. CILACAP,"Jalan Nusakambangan, Tambakreja, Kec. Cilacap Selatan, Kabupaten Cilacap, Jawa Tengah",https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/MuW1A7iDOGOKp5aQCcEMNOB7GVmao6TNmhfqgRby.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '0bc0e2c9-9c10-4bf4-be94-fbe6c480968f', 'title': 'Pendidikan AGama Islam'}
 {'id': 'ca6db21e-4566-482b-a6bd-eb004b55effb', 'title': 'Pendidikan Agama Kristen'}
 {'id': 'cc7efbac-6312-4a76-bb15-901aea26d27b', 'title': 'Pendidikan Keagamaan Katolik'}
 {'id': '9cd9d15c-d9eb-4d4a-8f13-7f6272e6c8ee', 'title': 'Pendidikan Olahraga Dan Kesehatan'}
 {'id': 'bf0b7d57-cfef-42f1-82a2-aa75edcbdef2', 'title': 'Pendidikan Kewarganegaraan'}]",['Sarjana'],0.5833,,['komunikasi'],0.0,False,0.0,0.4114349368450966,0.6240737184155541,0.20710173105213014,260
a045ebeb-d8b9-48bd-94df-81c209feb727,STAFF MARKETING,"Tugas staf/admin marketing meliputi beberapa hal berikut:
1.	Mengelola Strategi Marketing: Mengelola strategi marketing perusahaan, seperti mengembangkan rencana marketing, mengidentifikasi target pasar, dan mengembangkan kampanye marketing.
2.	Mengelola Promosi: Mengelola promosi produk, seperti mengembangkan materi promosi, mengatur jadwal promosi, dan mengelola biaya promosi.
3.	Mengelola Media Sosial: Mengelola media sosial perusahaan, seperti mengembangkan konten, mengatur jadwal posting, dan mengelola interaksi dengan pelanggan.
4.	Mengelola Iklan: Mengelola iklan perusahaan, seperti mengembangkan materi iklan, mengatur jadwal iklan, dan mengelola biaya iklan.
5.	Mengelola Data Marketing: Mengelola data marketing, seperti mengumpulkan data pelanggan, mengembangkan laporan marketing, dan mengelola analisis data.
6.	Mengelola Branding: Mengelola branding perusahaan, seperti mengembangkan identitas merek, mengatur jadwal branding, dan mengelola biaya branding.
7.	Membantu Proses Pengambilan Keputusan: Membantu proses pengambilan keputusan, seperti membuat laporan marketing, mengelola data untuk pengambilan keputusan, dan mengembangkan rekomendasi marketing.",4,9,Terverifikasi,Rafifah Berkah Jaya Nusantara,JAWA BARAT,KAB. KARAWANG,Komplek Ruko Mahkota Regency A2 no. 29,https://wlkp-assets.kemnaker.go.id/companies/67249066-e4de-4472-9ab2-3acdd149fb80/5e2fd6e7625cf.jpg,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '95dd752e-e00f-4431-90bf-58bdd324a48f', 'title': 'Ilmu Komunikasi'}
 {'id': '32ee6e1d-cec9-44a4-84d3-53ea4db85b9d', 'title': 'ILMU PEMERINTAHAN'}
 {'id': '68579203-16c7-4545-984c-46c12218b00f', 'title': 'Pendidikan Pancasila dan Kewarganegaraan'}
 {'id': 'a4dfd37c-1e1e-4764-befb-69a1075f21af', 'title': 'Manajemen pendidikan Islam'}
 {'id': '2f6440b7-d057-40e7-bce1-9a4cf73f441d', 'title': 'Manajemen'}]",['Sarjana'],2.25,,['analisis data'],0.3704090513489991,True,0.0,0.0,0.29356357927786497,0.20687633639517264,261
a04cd48d-a1f3-41f0-8cfb-6533025ad4c7,Fasilitator Pemerintahan,"Fasilitator Pemerintahan mempunyai tugas melaksanakan kegiatan fasilitasi, 
koordinasi, pengkajian, identifikasi, pengolahan, kompilasi data atau bahan 
informasi di bidang pemerintahan",40,240,Terverifikasi,Kementerian Perlindungan Pekerja Migran Indonesia/ Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,"Jalan MT Haryono Kav 52, Pancoran, Jakarta Selatan 12770",https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/wwcMkj3nbHjJyQQ0kaimVu5Ey4DqlOPOo8mQhKS6.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': 'c13ae920-a48f-4a7c-8c89-2b286a7fc225', 'title': 'Akuntansi'}
 {'id': '2f6440b7-d057-40e7-bce1-9a4cf73f441d', 'title': 'Manajemen'}
 {'id': 'b725ac52-6009-47c6-a349-3c15a8dc9141', 'title': 'Ilmu Politik'}
 {'id': '19e71de4-8995-482e-8479-fc55970748db', 'title': 'Perlindungan dan Pemberdayaan Sosial'}
 {'id': 'fd3ebf70-4f4b-4dab-a7ab-ec31d20bd01b', 'title': 'Hukum'}]",['Sarjana'],6.0,,[],0.0,False,0.0,0.9060219083518307,0.12536443148688045,0.20627726796774223,262
a0487bc6-76c1-4ce3-9168-c16952ce1c04,Core Network Engineer,"1.	Support Trial Project 
2.	Involve UAT, ATP and Functionality test Core Network project
3.	Involve in monitoring Network KPI and Alarm1.	To learn product overview and technologies
4.	To participate on on job training and learn such project process
5.	To report monthly progress to mentor and supervisor",5,17,Terverifikasi,PT. Huawei Tech Investment,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,"Gedung Wisma Mulia 2, Lantai 37, S. 3701, Jl. Jend. Gatot Subroto No. 40
Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",https://wlkp-assets.kemnaker.go.id/companies/740f2e24-fd67-4c0f-9bb7-01600dde1a99/60472a0c23832.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '93594dd7-0c1d-48c0-8f50-fd4bfde199b3', 'title': 'Teknik Elektro'}
 {'id': '344c5234-9b10-406e-a092-a492f97c62fc', 'title': 'Telekomunikasi'}
 {'id': 'eda4f4a9-ce6c-48e6-858f-4e32f84af40e', 'title': 'Teknik Telekomunikasi'}]",['Sarjana'],3.4,,['kpi'],0.3704090513489991,False,0.0,0.07850608027292291,0.21150278293135436,0.2061653931804551,263
a048a6fa-14be-490c-b876-680144bd7f09,Statistisi Sosial,"""mengumpulkan, mengolah, dan memvalidasi data statistik


melakukan analisis statistik serta menyusun interpretasi hasil


menyusun dokumentasi teknis statistik dan mendukung diseminasi hasil dataS",6,31,Terverifikasi,Badan Pusat Statistik,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Jl. Dr. Soetomo No 6-8,https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/9HAYgwI7AcqjpgMgHE7uTkxiHu0fx5c2TdXYUoKo.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '689c292f-0f48-4b88-93ff-695196c71acb', 'title': 'Statistik'}
 {'id': 'eb32519f-3ca3-4918-accb-d8102338300c', 'title': 'Matematika'}
 {'id': '702dfd8b-b5b8-40fb-843b-4d503451b314', 'title': 'Ekonomi'}
 {'id': '681a6e41-f24c-464d-838c-480fdef72f66', 'title': 'Sosiologi'}
 {'id': 'c4484602-84cc-44e6-86e1-dc064d54a41c', 'title': 'Demografi dan Pencatatan Sipil'}]",['Diploma' 'Sarjana'],5.1667,,['statistik'],0.3704090513489991,False,0.0,0.14488202537480036,0.14506253634150243,0.2061525328828602,264
a045d0f3-fc0e-4f99-a657-9c54fdc44703,Jr. Port Engineer,"Melaksanakan prosedur pemeliharaan dan perbaikan sistem kelistrikan kapal sesuai dengan prosedur standar yang telah ditetapkan.
Menganalisis kerusakan mesin kapal dan mengidentifikasi akar penyebab masalah teknis menggunakan teknik diagnostik dan pengetahuan mendalam tentang sistem mesin.
Menganalisis dan mengevaluasi efektivitas sistem perawatan terjadwal untuk menentukan apakah jadwal perawatan yang ada mengoptimalkan kinerja kapal dan mengurangi biaya operasional.",15,13,Terverifikasi,Barokah Gemilang Perkasa,KALIMANTAN TIMUR,KOTA BALIKPAPAN,Jl Jend Sudirman No. 40,,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '06eafb6b-025c-41ec-97fc-f9275efe12c6', 'title': 'Teknik Permesinan Kapal'}]",['Sarjana'],0.8667,,[],0.0,False,0.0,0.5008426455425469,0.5262293056720198,0.20541439024291333,265
a0489cfd-5999-4749-a1c9-cec7f0b2dfb2,Sales,"1. Melakukan penawaran dan promosi produk kepada calon pelanggan secara langsung maupun tidak langsung.
2. Menjelaskan keunggulan, fitur, dan manfaat produk kepada pelanggan.
3. Mencapai target penjualan (bulanan/tahunan) yang telah ditetapkan perusahaan.
4. Mengidentifikasi dan mencari prospek pelanggan baru (leads).
5. Membangun serta menjaga hubungan baik dengan pelanggan yang sudah ada (customer retention).
6. Menangani pertanyaan, keluhan, dan kebutuhan pelanggan dengan cepat dan profesional.
7. Melakukan follow-up terhadap calon pelanggan yang potensial.
8. Melaporkan hasil kegiatan penjualan secara rutin kepada atasan (harian/mingguan/bulanan).
9. Mengumpulkan informasi pasar dan aktivitas kompetitor.
10. Berkontribusi dalam perencanaan strategi penjualan dan kegiatan promosi.",15,13,Terverifikasi,Satria Wicaksana Sejati,JAWA TIMUR,KOTA SURABAYA,Komplek Pergudangan Margomulyo Permai Blok P Nomor 8-14,,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '112d50ec-5feb-4a3f-828e-f024b4d0438d', 'title': 'Akuntansi Manajemen'}
 {'id': 'e12302ac-c8dc-4d0a-90a7-402f6fafd27e', 'title': 'Manajemen Pemasaran/Marketing'}
 {'id': '276643ca-999d-4f19-901c-d5d111941713', 'title': 'Administrasi BIsnis'}
 {'id': 'f3649513-83b2-430f-bf51-cc6925874975', 'title': 'Bisnis Digital'}
 {'id': '9808ccda-82eb-47cd-a2e5-78d6baf95192', 'title': 'Pemasaran Digital'}]",['Sarjana' 'Diploma'],0.8667,,[],0.0,False,0.0,0.5008426455425469,0.5262293056720198,0.20541439024291333,265
a0388d98-19c6-4280-a64e-d5aa6f562410,Leader Produksi,"bertanggung jawab untuk memastikan seluruh proses manufaktur berjalan lancar, efisien, dan sesuai standar. Tugas utamanya meliputi memimpin dan mengkoordinasi tim, mencapai target produksi, menjaga kualitas produk, memantau kepatuhan terhadap prosedur operasi standar (SOP), serta menyelesaikan masalah yang muncul selama produksi.",17,18,Terverifikasi,PT. Kino Indonesia Tbk,JAWA BARAT,KAB. SUKABUMI,Jl. Raya Babakan Km 12 Desa Kertaraharja Kecamatan Cikembar Kabupaten Sukabumi,,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': 'dacbe979-d507-421a-965a-ef6ecf0661b6', 'title': 'Proses Manufaktur'}]",['Diploma'],1.0588,,[],0.0,False,0.0,0.5515589986421336,0.47522432326340297,0.20535666438110733,266
a03e98fb-492d-4a5e-9baa-18728806fc85,Warehouse Staff (Footwear & Apparel),"Warehouse Staff (Footwear & Apparel)

1. Menerima dan memeriksa barang yang datang ke gudang.
2. Menyusun, menyimpan, dan menata barang sesuai lokasi penyimpanan.
3. Mengambil dan menyiapkan barang untuk pengiriman (picking & packing).
4. Mencatat barang masuk dan keluar di sistem atau formulir gudang.
5. Membantu proses bongkar muat barang menggunakan alat (hand pallet, forklift, dll).

Menjaga kebersihan, kerapian, dan keselamatan kerja di area gudang.
Melaporkan kondisi stok dan kerusakan barang ke atasan.",35,147,Terverifikasi,PT Dsv Solutions Indonesia - PDu,JAWA BARAT,KOTA BEKASI,"Pergudangan Widya Sakti Kusuma
Jl. Raya Bekasi KM 28 - Pondok Ungu, Bekasi Barat",,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': 'f143ceae-2c51-40f5-aa92-831c8564b258', 'title': 'Manajemen Logistik'}
 {'id': 'a238d168-b0a9-41cf-83bc-20e0220ca871', 'title': 'Manajemen Logistik dan Material'}
 {'id': 'efe8aadb-f7ed-42ab-b1cc-b94dc0862d13', 'title': 'Teknik Logistik'}
 {'id': '82239c86-ec59-400a-99c0-15727eaeede4', 'title': 'Logistik Bisnis'}
 {'id': '7a5d1b51-9511-4538-8bee-9b4e7c7531bf', 'title': 'Administrasi Logistik'}]",['Diploma' 'Sarjana'],4.2,,[],0.0,False,0.0,0.8500221598550789,0.1758241758241758,0.20516926713585093,267
a048a02d-9646-4da8-971d-fd25a8f9d838,Statistisi Produksi,"""mengumpulkan, mengolah, dan memvalidasi data statistik


melakukan analisis statistik serta menyusun interpretasi hasil


menyusun dokumentasi teknis statistik dan mendukung diseminasi hasil data",6,33,Terverifikasi,Badan Pusat Statistik,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Jl. Dr. Soetomo No 6-8,https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/9HAYgwI7AcqjpgMgHE7uTkxiHu0fx5c2TdXYUoKo.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '689c292f-0f48-4b88-93ff-695196c71acb', 'title': 'Statistik'}
 {'id': 'eb32519f-3ca3-4918-accb-d8102338300c', 'title': 'Matematika'}
 {'id': '702dfd8b-b5b8-40fb-843b-4d503451b314', 'title': 'Ekonomi'}
 {'id': '6107d202-63c7-4740-ba37-e422caef7e3f', 'title': 'Ilmu Pertanian'}
 {'id': 'f2f8893d-eba4-406e-926f-b372a599ee08', 'title': 'Agribisnis'}]",['Diploma' 'Sarjana'],5.5,,['statistik'],0.3704090513489991,False,0.0,0.14488202537480036,0.13657770800627947,0.20445556721581562,268
a03a9a53-1de4-46ab-a136-66a9fbd4effd,digital marketing intern,"1. Manajemen Media Sosial

Membantu dalam pembuatan, penjadwalan, dan publikasi konten di berbagai platform media sosial (Instagram, TikTok, Facebook, LinkedIn, X/Twitter, dsb.).

Memantau interaksi audiens (komentar, pesan, likes, share) dan membantu memberikan respons sesuai arahan tim.

Mengumpulkan data performa konten (reach, engagement, followers) untuk analisis rutin.

Membantu menjaga konsistensi tone of voice dan branding di seluruh kanal digital.

2. Pembuatan dan Pengelolaan Konten Digital

Membantu tim dalam ideasi dan pembuatan konten visual maupun tulisan (caption, artikel blog, video pendek).

Berkolaborasi dengan tim desain atau KOL untuk membuat materi promosi yang menarik.

Membantu dalam proses editing ringan (foto/video) menggunakan tools seperti Canva, CapCut, atau Adobe Creative Suite.

3. Kampanye Digital dan Iklan Berbayar

Membantu pelaksanaan kampanye digital seperti Google Ads, Meta Ads, TikTok Ads, atau promosi media sosial lainnya.

Mengumpulkan dan mengelola data hasil kampanye untuk laporan performa.

Membantu tim dalam optimasi kampanye berdasarkan hasil analisis (budget, target audiens, CTR, CPC, dsb.).

4. Analisis dan Pelaporan

Membantu menganalisis performa digital marketing menggunakan alat seperti Google Analytics, Meta Business Suite, atau Data Studio.

Membuat laporan berkala mengenai perkembangan trafik, engagement, dan konversi digital.

Memberikan insight awal terkait tren digital yang dapat diterapkan untuk kampanye berikutnya.

5. SEO dan Website Optimization

Membantu melakukan riset kata kunci (keyword research) untuk kebutuhan konten website.

Membantu mengoptimalkan artikel atau landing page agar lebih SEO-friendly.

Mengecek performa website (trafik, bounce rate, loading time) dan melaporkannya ke supervisor.",5,18,Terverifikasi,Pakde Kingdom,JAWA TIMUR,KOTA SURABAYA,RUNGKUT LOR RL III G NO 9 SURABAYA,https://wlkp-assets.kemnaker.go.id/companies/a2fd0d3c-4568-4e5c-8415-955e286e6f74/6901c9cbabdb3.jpg,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': 'f3649513-83b2-430f-bf51-cc6925874975', 'title': 'Bisnis Digital'}
 {'id': 'e12302ac-c8dc-4d0a-90a7-402f6fafd27e', 'title': 'Manajemen Pemasaran/Marketing'}
 {'id': 'a26f4961-a89a-4530-bde1-674cb98b60e8', 'title': 'Sistem informasi'}
 {'id': '03b570a2-c678-4413-aa47-bfed8308fac5', 'title': 'Teknik Informatika'}]",['Diploma' 'Sarjana'],3.6,,['insight'],0.3704090513489991,False,0.0,0.07850608027292291,0.20141969831410828,0.20414877625700587,269
a04cacdf-37e0-4f99-858b-98cdadc6bed5,Analis Pengkajian dan Penyuluhan Hak Asasi Manusia,"Melaksanakan tugas-tugas dasar di bidang pengkajian dan penyuluhan hak asasi manusia yang mencakup pengumpulan data dan informasi, analisis data dan informasi, penyusunan laporan kajian tentang hak asasi manusia, serta penyiapan bahan/materi terkait penyuluhan hak asasi manusia",5,18,Terverifikasi,Sekretariat Jenderal Komnas HAM (Biro Dukungan Pemajuan HAM),DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Jalan Latuharhary No.4B Menteng Jakarta Pusat,https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/h5sdQKe2bKgJJQiJSDbNJ5pxwHBpyXdhJRWqLZIB.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': 'fd3ebf70-4f4b-4dab-a7ab-ec31d20bd01b', 'title': 'Hukum'}
 {'id': '277d622d-242a-40a4-a46a-ee63cf22fc0a', 'title': 'Hukum Bisnis'}
 {'id': '6535e939-e6f6-4ab5-807e-f2c126f4411a', 'title': 'Hukum Tata Negara'}
 {'id': 'b1d47991-f9e7-47c4-8e42-317b52b4d330', 'title': 'Ilmu Hukum'}
 {'id': '89ba4b29-4726-4d98-8483-8e7c06175c87', 'title': 'Hukum Adat'}]",['Sarjana'],3.6,,['analisis data'],0.3704090513489991,True,0.0,0.07850608027292291,0.20141969831410828,0.20414877625700587,269
a0480bf4-7de2-48bf-8c38-cfd80b7f58e8,Perawat (D3),"Pendidikan minimal D3 Keperawatan, memahami standar pelayanan keperawatan di RS, memiliki STR, bersedia mengikuti seluruh ketentuan, jadwal, dan peraturan yang berlaku di RS, memiliki asuransi kesehatan dan kecelakaan selama magang, berkelakuan baik, displin, dan memiliki etika profesi yang baik, memahami standar keselamatan pasien",30,90,Terverifikasi,Rumah Sakit Umum Dr. H. Koesnadi Kabupaten Bondowoso,JAWA TIMUR,KAB. BONDOWOSO,Jl. Kapten Piere Tendean No. 03,https://wlkp-assets.kemnaker.go.id/companies/740aa2a1-ce33-4f58-83d2-d32ddd56fc4c/6909e90fa935f.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '1b10c018-7e0a-4f55-9d0d-07ffdbc1b12b', 'title': 'Keperawatan'}]",['Diploma'],3.0,,[],0.0,False,0.0,0.7856350927583423,0.23469387755102042,0.20406579406187256,270
a03e979b-b435-408c-b403-7e8847cb8854,Warehouse Staff (Non Footwear & Apparel),"Tugas Warehouse Operator
1. Menerima dan memeriksa barang yang datang ke gudang.
2. Menyusun, menyimpan, dan menata barang sesuai lokasi penyimpanan.
3. Mengambil dan menyiapkan barang untuk pengiriman (picking & packing).
4. Mencatat barang masuk dan keluar di sistem atau formulir gudang.
5. Membantu proses bongkar muat barang menggunakan alat (hand pallet, forklift, dll).

Menjaga kebersihan, kerapian, dan keselamatan kerja di area gudang.

Melaporkan kondisi stok dan kerusakan barang ke atasan.",35,154,Terverifikasi,PT Dsv Solutions Indonesia - PDu,JAWA BARAT,KOTA BEKASI,"Pergudangan Widya Sakti Kusuma
Jl. Raya Bekasi KM 28 - Pondok Ungu, Bekasi Barat",,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '7e3a738c-e2d8-44a1-83f1-e9aed1268d31', 'title': 'Bisnis Logistik'}
 {'id': '7a5d1b51-9511-4538-8bee-9b4e7c7531bf', 'title': 'Administrasi Logistik'}
 {'id': '2d902d87-8652-4907-a246-07437d7adb51', 'title': 'Logistik'}
 {'id': 'f143ceae-2c51-40f5-aa92-831c8564b258', 'title': 'Manajemen Logistik'}
 {'id': 'efe8aadb-f7ed-42ab-b1cc-b94dc0862d13', 'title': 'Teknik Logistik'}]",['Diploma' 'Sarjana'],4.4,,[],0.0,False,0.0,0.8500221598550789,0.16855631141345429,0.20371569425370664,271
a04beb99-f505-4c12-8993-82a0777a7d6c,Perawat,"Melaksanakan pelayanan kesehatan terbatas dan pemeriksaan orang/ dokumen dalam rangka deteksi dan pengendalian faktor risiko dan penyakit pada orang, alat angkut, dan barang. 
Penempatan (Kantor Induk, Wilker Pelabuhan Laut Bade, Wilker PLBN Sota, Wilker PLBN Yatetkun, Wilker Bandara Mopah)",11,6,Terverifikasi,Balai Kekarantinaan Kesehatan Kelas II Merauke,PAPUA SELATAN,KAB. MERAUKE,"Jl. Prajurit, Merauke, Papua Selatan",https://maganghub.kemnaker.go.id/be/v1/storage/uploads/logo/2025/11/bAWF3vIrtR1v9aBUy76MGXga4X9U5y932yGFS0bx.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '1b10c018-7e0a-4f55-9d0d-07ffdbc1b12b', 'title': 'Keperawatan'}]",['Diploma' 'Sarjana'],0.5455,,[],0.0,False,0.0,0.3769692414858679,0.6398365234155777,0.20336115298028912,272
a048977b-607f-4979-9449-ac7cdf63428a,IT Business Partner Intern,"Divisi IT Business Partner berperan sebagai penghubung antara unit bisnis dan tim IT dalam mengelola kebutuhan teknologi di seluruh unit kerja Danamon. Posisi intern ini akan mendukung aktivitas administratif dan analisis bisnis dalam berbagai proyek IT.

Lingkup Kerja:
1. Dukungan Administratif Proyek:
•	Membantu pencatatan dan pelaporan status proyek IT.
•	Menyusun notulen rapat, mengatur jadwal meeting, dan mendukung koordinasi antar tim.
2. Analisis Kebutuhan Bisnis:
•	Membantu dalam pengumpulan dan dokumentasi kebutuhan bisnis dari user.
•	Mendukung pembuatan dokumen Business Requirement Document (BRD) dan User Requirement Specification (URS).
3. Monitoring dan Pelaporan:
•	Membantu dalam pembuatan laporan progres proyek dan dashboard sederhana.
•	Mendukung tim dalam tracking timeline dan deliverables proyek.
4. Komunikasi dan Kolaborasi:
•	Berkoordinasi dengan unit bisnis dan tim IT untuk memastikan kelancaran komunikasi proyek.
•	Mendukung proses bridging antara kebutuhan bisnis dan solusi teknologi.",5,9,Terverifikasi,Bank Danamon Indonesia,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,,,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '8bdce5f1-553c-40b4-a5f5-9e5ff9387b60', 'title': 'Sistem Informasi'}
 {'id': '2f6440b7-d057-40e7-bce1-9a4cf73f441d', 'title': 'Manajemen'}
 {'id': '2fee5a6d-a685-4a85-911b-5aa7e4980851', 'title': 'Teknik Industri'}
 {'id': '90586281-900a-4cee-821e-3ad158837f1a', 'title': 'Teknik informatika'}]",['Sarjana'],1.8,,['dashboard' 'komunikasi'],0.29625761531766753,False,0.0,0.07850608027292291,0.34402332361516036,0.2030089269046837,273
a0449243-13af-4917-b64a-b1ceccdf13e7,Maintenance Internship,"Ringkasan Pekerjaan – Maintenance Intern

Kami mencari Maintenance Intern yang proaktif untuk mendukung tim maintenance dan engineering. Tugas utama meliputi membantu pelaksanaan jadwal perawatan preventif, pemantauan peralatan, serta dokumentasi aktivitas perawatan. Peserta magang juga akan membantu menganalisis kinerja peralatan dan berkontribusi pada proyek peningkatan efisiensi operasional.

Kualifikasi:
• Mahasiswa tingkat akhir (tanpa mata kuliah tersisa) atau lulusan baru dari jurusan Teknik Mesin, Teknik Elektro, atau Teknik Industri, atau jurusan lain yang relevan.
• Durasi Magang: 6 bulan
• Penempatan: Cikande, Kab. Serang – Banten
• Menguasai Microsoft Excel/spreadsheet dan memahami dasar penggunaan alat atau sistem perawatan mesin.",5,9,Terverifikasi,Fonusa Agung Mulia,BANTEN,KAB. SERANG,JALAN PANCATAMA I KAV.9,https://wlkp-assets.kemnaker.go.id/companies/b83bc417-cc33-47ae-a35f-e8927229a3a8/6268b762eaffa.png,,,2025-11-06 00:00:00,2025-11-14 23:59:59,2025-11-24 00:00:00,2026-05-23 23:59:59,"[{'id': '93594dd7-0c1d-48c0-8f50-fd4bfde199b3', 'title': 'Teknik Elektro'}
 {'id': '21442969-5763-4416-bb8d-56a80e55ada9', 'title': 'Teknik Mesin'}
 {'id': '2fee5a6d-a685-4a85-911b-5aa7e4980851', 'title': 'Teknik Industri'}
 {'id': 'c5676f50-df28-40cd-b11c-d7dc3d9391a6', 'title': 'Teknik Sipil dan Lingkungan'}]",['Diploma' 'Sarjana'],1.8,,['excel'],0.29625761531766753,True,0.0,0.07850608027292291,0.34402332361516036,0.2030089269046837,273
